manifest_index,filename,image_id,breed,label,official_split,teaching_split,official_class_id,official_species_id,official_breed_id,selection_rank_sha256,jpeg_sha256,width,height
104,Egyptian_Mau_16.jpg,Egyptian_Mau_16,Egyptian_Mau,5,trainval,val,12,1,6,890203b109545b27aabe883f76f0db8fb645463d687cab032def1903d7b3a913,ca3404c835a3ee35823c775d182539230689067357f89a85f6846de536796fb3,241,200
105,Egyptian_Mau_11.jpg,Egyptian_Mau_11,Egyptian_Mau,5,trainval,val,12,1,6,8aa5e73c2f58134672fe402994e46fbfb0efca0525438941d14f5aeded1f1bb8,6d655632626888e105a0c7300cbc0cbebac694b5a9e739b4e29e93e78193e275,334,500
106,Egyptian_Mau_109.jpg,Egyptian_Mau_109,Egyptian_Mau,5,trainval,val,12,1,6,8ff990f0b40436508707e974e34552573d94831e56aa8551c7ab5915d8d538ad,f903dbcd082566e934c12104b3c2f00f8445b79b3f24136e59adf8785427da0c,180,250
107,Egyptian_Mau_102.jpg,Egyptian_Mau_102,Egyptian_Mau,5,trainval,val,12,1,6,9d009e1911f9a45d2b35bb715f5b83209e462bf87f3cb50c9dfc7b0ebe912566,26df54d5eb39396feccd77f3d8f13d12138786a047512d8cddf0f73eedd789e0,576,384
108,Abyssinian_37.jpg,Abyssinian_37,Abyssinian,0,test,test,1,1,1,0faef83659f9f4bbe8e2ebf1508c1f67324e497b8243cef8bf7d3020844abb91,9e41096525b0a6febdefee32f1148dbcc69f914f80aeee230c746efd991359c0,1600,1200
109,Abyssinian_204.jpg,Abyssinian_204,Abyssinian,0,test,test,1,1,1,12c0c1fdef87f1e0ae24e1820db82fdec1d9d2a316fdb45d2d9844d689f04efe,b0e390152f5a7b53f076ee72d7f2b6c28332678f3f7a3589f4bfd789d32480d9,229,300
110,Abyssinian_217.jpg,Abyssinian_217,Abyssinian,0,test,test,1,1,1,130a731059c5afc51c893d736f4750f60b2860de689c77234dbee24589023796,d65c558e8358b2b8c6072d312c301b2dbda1465e4f12169c45a2662421824c7c,241,244
111,Abyssinian_58.jpg,Abyssinian_58,Abyssinian,0,test,test,1,1,1,152fb29fc449020b99af9a80f8bdd9a5a948ea203547dca405097c9f06bcc22e,75ccc96fb9c3da76eef38f701785aed657d2cc90ca1efd28c787bce0dd740071,335,500
112,Abyssinian_65.jpg,Abyssinian_65,Abyssinian,0,test,test,1,1,1,287895c980a24fffc6397ce2cc36e95b0f328af554779a0d570abc2633954a81,7f584356d35e58be6f0dbf56d61f85bf3c170b482d934b4021f30396bcee4c74,400,267
113,Abyssinian_43.jpg,Abyssinian_43,Abyssinian,0,test,test,1,1,1,35740ebe0d5fe2b93b411cef1f91c3c461a1e94b395eb2a59907b88e0aaf289a,5112106a63f6de76b70d708475a3bb37a0825aa337e58108f0476284b4e2582a,335,500
114,Bengal_44.jpg,Bengal_44,Bengal,1,test,test,6,1,2,109ede78e232d1b340ea70d4817d4e26ef2aba30ccef6a94a92908e23f829d6a,701dd3a4b05b431f6e4cf6b5af70daea768c1749773f368ccb7535adb141e09b,500,375
115,Bengal_73.jpg,Bengal_73,Bengal,1,test,test,6,1,2,20fd2ded7d7c9a472002a00a4d3fed2dad3016f05a7f7784b7d5c23c7a855335,d182c26dc2456acbb964c96dce4753f95b59e12e8da2895ae8b5dc1c902e33b8,500,375
116,Bengal_37.jpg,Bengal_37,Bengal,1,test,test,6,1,2,2b5e506e58e93bc84d1b72d8c251506d05e5d5e2feeddd8d97f8911244d1cedc,d0a28d57f3621276ede6910497e3c793d5fafae3b52827e1c266fcce9d003e8c,500,375
117,Bengal_66.jpg,Bengal_66,Bengal,1,test,test,6,1,2,3b8755c2cd35d1a441328c5c529d675354f6f3f70cd4c0eec1630a7aa28d1ab3,64c75fb5c0211ab4c3bee24cbeb3ea4133d3c158626160d0450c7eb07b8b4331,500,375
118,Bengal_43.jpg,Bengal_43,Bengal,1,test,test,6,1,2,3f9bcd996c2e658532a234f636e6f22b9f5c53488d4a54f9174450f453d64f5d,d2b5256b7b142250cfd2879c5d8c3b2a796709ad4205d998e12daf941effe2ef,500,357
119,Bengal_95.jpg,Bengal_95,Bengal,1,test,test,6,1,2,5548bad331d22afc37fa6599f52231ded00b32f73d5a44b09df5647b89d4622b,9657032bc13e00de740e9c97815f410f7a4da0fd82e14675b49b663a971e8a93,500,375
120,Birman_31.jpg,Birman_31,Birman,2,test,test,7,1,3,15a0b143c27ec735799d38c123be7924de5d16931a9c244240b01fdaa741740f,863febcee36c4661e21ef95e060bce252faebfdc5e3d05546954d24e839106b4,398,500
121,Birman_90.jpg,Birman_90,Birman,2,test,test,7,1,3,1faad988e815b1537182b387a674ddc7899218d8d7bc8b0872b61ae452638dde,4b08426cd343c2cc90a5182e3613ef3d16f9e0f07f5bb27d4c5fe7f9144023ba,500,333
122,Birman_63.jpg,Birman_63,Birman,2,test,test,7,1,3,235192f7f796c9f620912930fa72fb1094e31eca2f0fed7cb841d3d43ed1753d,926ba544287d7c5a9e1edb4d2a7d3f5445cfa846b5ac679b1228bc339b42e7fd,375,500
123,Birman_58.jpg,Birman_58,Birman,2,test,test,7,1,3,2ea2d653e4f26accca399e2f579fc77568938e187d2a4185190f843704bd2d6a,6801d6b16e1b8da9605fb5e3a113e152095e8cc971596edffc0a18f70f42b0ea,375,500
124,Birman_37.jpg,Birman_37,Birman,2,test,test,7,1,3,42521f793e042b9433d3ede24c4696e71f9d0c72f80b9bfaa28e42b577fb32db,7f23273c95588db6cb2c820d87e8ca919812fb6d902ba9eeb62c6a3d9b0463d4,375,500
125,Birman_71.jpg,Birman_71,Birman,2,test,test,7,1,3,7306df51507763b1e9246fc0047b7c5ac43a97bd05869274ab8f6ff34cd68c80,9a13b6ad508e2f0f26c53e4e47d921bd572eec9eb65ccc72048f9a11a1807850,500,375
126,Bombay_79.jpg,Bombay_79,Bombay,3,test,test,8,1,4,00a52fd280a25ed52eca567467c47facb6197e1e3fcabf4b7f3799c9df1bb34a,af2397c86e30811ae4c643b0ba170447fff5e8c35e6f0f9cb2821c6ddb6d3f4d,600,456
127,Bombay_202.jpg,Bombay_202,Bombay,3,test,test,8,1,4,17cec3a04b4c812c954b53ab1951882812a79a0168de14c620f491ebde76604b,eaaa830f992e017bb57aaa9643033c728897f2adc4ab2e1698c7096960b69b1d,300,225
128,Bombay_24.jpg,Bombay_24,Bombay,3,test,test,8,1,4,1d9c7095916a7401638145c33f268fe5944e0423cccd48aee01106c500de6bea,44cb4f4ab781a44720c233ef16742cb24884c6f018471b7d0f84a13b14a870e1,512,560
129,Bombay_215.jpg,Bombay_215,Bombay,3,test,test,8,1,4,1f1c87b85f6c73ed1900f33f3528d4c45066f05e45506f74e19e79e418456bda,267a69fe14cee38baa33607a092979b961daf5e84cde9694b550a2d9462e82f3,300,225
130,Bombay_9.jpg,Bombay_9,Bombay,3,test,test,8,1,4,263c3fdb05fd056a5edbf1b7874b55c1bb5a7f1262a90864708275ec9b60b9d6,90dead003975c53f14c3b6b96d4c63d0d3cdbdef79c122762dc1dd2f9d3359e0,500,333
131,Bombay_75.jpg,Bombay_75,Bombay,3,test,test,8,1,4,3bff34610d816d450782e6aee4487f3de4c18d172668b261a23844070212bf97,5db18dd2c48688e08e99d06dfa10b9de8ca4c657e858277407009eec6d679854,240,270
132,British_Shorthair_66.jpg,British_Shorthair_66,British_Shorthair,4,test,test,10,1,5,026a5be6a4904fa06b55cd5c4cb68645194cb606ef568caeb70ea5e47501ef57,9efa8069af1860c64de2e8fcc04d384a80131621717c19b23ea74e54fad6545e,500,333
133,British_Shorthair_95.jpg,British_Shorthair_95,British_Shorthair,4,test,test,10,1,5,0c072f0bdaf4af8d2597b68a33943a24d5efcd945f8e2edc1ae266908b15aa1d,c804bbacb0a8d6b27078e5d6502f314522e47294393e76d396e947d6c820682b,500,332
134,British_Shorthair_277.jpg,British_Shorthair_277,British_Shorthair,4,test,test,10,1,5,133d19b904d942ee141b71abbac8122ddc8c7cd4eb3501ec88f48e3166ea0368,1e3f78db33bfc090906adcd692818676890afe33be18760932ae9aedb0dca7d9,479,385
135,British_Shorthair_82.jpg,British_Shorthair_82,British_Shorthair,4,test,test,10,1,5,1afbaa875d8a44924db0661360093ab9d38e3aedcece26d1ae143fa80d6f3f05,f8bbce4632a29fd4ec72326f25ecefd1beeee1153055d9da9e794d887152cdf4,500,375
136,British_Shorthair_48.jpg,British_Shorthair_48,British_Shorthair,4,test,test,10,1,5,2c82a27331d863a38cfbc7c02b5970f3bd0e71ce874f2d7eda287d0038f28b02,dc9964f43d247b6cdc1d73cb2a847c36cb9db9bb31884c03ae5891b3493f1962,333,500
137,British_Shorthair_54.jpg,British_Shorthair_54,British_Shorthair,4,test,test,10,1,5,45642e090413934a6c96aca07e334c6cc054ee7da163403b88817b9b605d9369,1ffe15ac447c3926372a6dc7155ae52b7068153d5773cbfd67b2667dfde35ee7,405,500
138,Egyptian_Mau_34.jpg,Egyptian_Mau_34,Egyptian_Mau,5,test,test,12,1,6,00fbc823c97ba766a048098da71d8cb879f2237a0513ea9b77ba920a1b92219f,363869ba47d292da58af856c6988af8b0715153377a746561633cd93753bcf09,260,236
139,Egyptian_Mau_209.jpg,Egyptian_Mau_209,Egyptian_Mau,5,test,test,12,1,6,046a58ef02c1a4bcf9276a4f2975ffa33a7164c17cb62c2582bc0dbf3d67a282,7cbd7795bc5ea7fbf96c4230f2d27c9f73dafdae527e0f639bfe5564ce616c3c,300,263
140,Egyptian_Mau_60.jpg,Egyptian_Mau_60,Egyptian_Mau,5,test,test,12,1,6,1c120bec3d88684be8f999ef9673e5b7c5739af8b4009bd3153594924f9764c5,15a946bcd268c1288e39a7259f86f970d868a65ddceddc1fcf3221a31bc00e7b,400,298
141,Egyptian_Mau_29.jpg,Egyptian_Mau_29,Egyptian_Mau,5,test,test,12,1,6,25ad99eb53039d36ba2154b62c8897d3686a8b6a8aa10a07d8d49a4733d126c9,8e5639014e4d32cbfd5efeac9663eed471d8879c58eb7ada25402a19223167f6,600,382
142,Egyptian_Mau_48.jpg,Egyptian_Mau_48,Egyptian_Mau,5,test,test,12,1,6,26919186f07b762a111788b4b941c112321e254ff723fae0c3d403f1cea00662,5adc5a8838e8de8691317ce5df28e79737a5d948c03744f4e69c52d9f18f0db7,335,500
143,Egyptian_Mau_83.jpg,Egyptian_Mau_83,Egyptian_Mau,5,test,test,12,1,6,32e3b9573b2b753888b2e161377978e6a286842c38d7c74c4c444ff06344cd4d,ec5f18e18313e8d46327af552edf18ed4dd165d0fd7cab97aff2c380c5535197,230,239
